tweet,target
@jordanknight that link doesn't work for me! ,0
I got the graveyard book ,1
"@maxczertok Max, I am human and there for you! And I don't want to sell anything, except for my working abilities! Feeling better, BTW? ",1
Then in the next breath she tells me my face is sqidgy........but she loves me anyway! I can't win ,0
"@lottybea please ask me any questions you wish and I will do my best to help, I recall being where you are right now ",1
@Shaprepenr LOVE SUSHI ,1
@marylynn3 thanks for the #ff love. Hope you and George are doing great! Let me know when we are doing shows ,1
"@TheAndyKaufman dear god, i am entranced by boo's odd picture, fuck you ",0
"@marisaxco hey marisa ,  my computer is gay  , wanna put a picture on here fore me text me and ill give you the pass and stuff.",1
Up at my dads trailer. wireless is not working ,0
"@durhamregionbby btw, I'm ashamed to admit I cannot tell who that is in your picture   I'm going to guess Alice based on clothing and age",0
"Yeye, finally entire CD's transfered to the 'comptuter' ",1
"really need to study, many books many updates  :~ ",0
"Good Morning, Happy Monday, and Happy Birthday to Jonah  My &quot;baby&quot; is 13 today...",1
almost done with my econ project..juss gotta do my graph..so happy. ,1
Reading my book for summer funny we have to do blogs about it over the summer just to get into honors world lit ,0
@Ph1lm yay im glad the quotes im posting dont anooy you ,1
"Perth tomorrow night, Armin on Friday   But I'm still in the office ",0
this girl @meganmo123 better be able to come overr. i want her to see my concert. omg. picnic today! ,1
@chaculvin damn that sucks ,0
@shustonphotos Lucky you! it's raining here. ,0
"Ahhhh, I'm gonna sleep so well tonight. Good win Lakers! Good win!  Nite folks!",1
Damn I'm on my way home from washington DC-atleast I had a blast and meet some killer people ,1
I am looking forward to this weekend cause I finally get the time to unpack the last of the boxes from the move. no rest for the wicked. ,1
at ryanss with people ,1
Today is the third anniversary of the signing of my tenancy agreement for my flat! How time flies. Still haven't had a housewarming tho ,0
"Good for pixar, but it's so sad  http://bit.ly/5NMvY",0
@NelldaMYLF aww mayne. I was gonna go get one today bt we had two fire alarms and I was tired of running up n down da stairs so stayed in ,0
&lt;---broke the cycle so what do I get? a brownie pin? I don't need anything just peace knowing that I don't have any bums around me ,1
@KeriStevens Semi-reformed people-pleaser.   I'm pretty much past caring.  Youngest son knows to give advance notice--I don't DO last min.,1
@jtimberlake i need you ,0
@pillbox0 you suck ,0
still not heard anything ,0
haven't tweeted in a 24hrs. A LOT has happened and A LOT has yet to happen. ps i LOVE the niley song ,1
still in PJs and i got up like an hour ago haa x looks like another lazy day ,1
having a hideous week. ,0
"Just did a major Ipod update, now I'm watching John &amp; Kate Plus 8 ",1
feels so stupid to just have assumed that blue-ray is backward incompatible with DVD ,0
I want A)Stavros Flatley B) Aiden Davis C) Julian whatever his last name is to win. Unfortunately they won't.  #BGT,0
"@gingerslam   He should have more fansites by now, definitely. He doesn't have a tumblr dedicated to him yet :/",1
"Of note: my tiny veggie garden, which was pelted with hail yesterday, was hit again this afternoon. Very few leaves remain on my plants. ",0
im sick... im currently at the office... wish i could take a rest ,0
off now.....I'm sooo excited ;) HSV I'm comiiiiiiing ,1
at home due to stomach ache  but I need to finish drawing today...,0
Y!:I'm just a little bit caught in the middle .Life is a maze and love is a riddle ,1
soo bored work tomorrow  richys back on monday tho canne wait need a hug so badly !! xxxxx,0
Life is good  I enjoy it,1
Currently deleting inactive members. Who knew so many ppl are missing out!! ,0
Caprica is awesome - and so it begins ,1
"@warlockuk I had THE SAME one, but it got nicked ",0
"I love to see &quot;Yum, this spam is fresh!&quot; message on SpamCop ",1
"Its Ok  bt I prefer those tht dont loop news &amp; with anchors tht initiate decent conversation I knw ths is subjective, u may like othrwse",1
sunday night wind down ,1
at home .. with my mather ,1
Yay!!! I should run/walk with you!!! ,1
my brother may have been expelled or suspended! i don't know cause no ones telling me anything ,0
i cant sleep `til your next to mee~ ,1
@rereality Cheers for the #followfriday ,1
I'm at the taxi now. And my head is very pain now. ,0
@HannahTroy @loubeejones thank you very much ,0
"feeling crappy, sore everything  and have big family party this afternoon which i could really do without",0
"@Lorata Dad &amp; I are buying the movie tickets, and then we're heading your way!  Could you please bring my earrings &amp; &quot;Tommy&quot;? Thanks!",1
Manager meeting at pot bellies ,1
Send a postcard and receive a postcard back from a random person somewhere in the world! *I'm ready!  http://ff.im/-2ZVgd,1
@katsun it was good I can't find the user who posted the link ,0
I am just a plain ham and cheese girl. ,0
actually so bored. might watch boosh ,1
@webonautics your website contains wallpaper of 1024x768px.this is age of wide screen wallpapers.waiting for ur gud wallpaper on my comp. ,0
@VedantKanoi do not THINK - just go ahead and enjoy Paris ,1
bed for now...studying my saturday away ,0
"@wattle_neurotic following cause your Twitter name made me laugh ! will stop now tho, have a great day ",1
aahhh i need sleep but cloverfield at 3am was worth it! ,1
@moogal would be so much easier if I lived in London ,0
twitando no facebook ,1
working today. getting a cold  boo,0
"back from @_URBANIA, et vernissage de Emporium state of mind, a vu @JeanAymeri mais pas @CindyLou_ ",0
"a girl is waiting until she merries her fiance to get her first kiss??  Wow, what a trooper.  Both of them.  Go will power ",1
@Real_DavidCook how are you finding the philippines so far? ,1
@kimberley_ was a good dream  then got woken up by phone  dammit.,0
"Logan just came and told me, &quot;mommy i just used markers.&quot;  well at least he was honest- now to find where ",1
Sunbathing with the bffs. Win ,1
MY TWEETS are freaking out  they are double postings ..Fooey!!,0
@sykosammatic oh. I'm sorry.  hope you get to see it soon!,0
@SaltyMomma I &lt;3 Bare Minerals  The worst DD has done so far with it is to put a container in the fridge!,1
"@FrankieTheSats hmm, its between chuck and nate.. chuck is sexy but nate has that pretty boy thing going on, can't choose  LOL",0
is feelng soo yucky n sticky.. was smashd wit cake all over.. was soo nt anticipating this.. especially coz it wasnt my budday today!! ,0
@mileycyrus Hi Miley! I just wanted to let you know that my followers and I love and support you 100%! Please reply it would make my day! ,1
@Scratch5150  don't think so.... I can't sleep.... insomnia!,0
"@memith I found mine at Kohl's, but I'm sure they're probably online, if you look hard enough.  #CliqueOfTwitter",1
pulled a muscle in my shoulder ,0
"I know I am privileged and don't work as much as I should. Unfortunately, my current job doesn't need me any more tonight ",0
"@Pepperfire Hey, it's a Tuesday morning... it happens ",1
Just had sushi .. Now at the movies watching hangover...  ,1
Watch tv...listen to music...go to bed late!!! ,1
@redblublur hehe ,1
Never have ANY luck getting The JB to tweet/Myspace or Livechat me ,0
"@thelemic  We need artists, yeah. Having you sign up would be kinda rad. http://community.livejournal.com/genderbendbb/1238.html",1
@bdgrlaw Exactly! Wot was she thinking! But can i send he off to bed? Nooooo I'll just have put poo in her sho hrrumph! ,0
"&quot;Each day of our lives we make deposits in the memory banks of our children&quot; Today, we should remember that! Lets make this day count! ",1
@OneHeadsUp oops! I'm on a macbook so I don't have IE ,0
wait i need to get to 580.. there we go ,1
had a baddd hang-over. ,0
@LucyWestie hope yr mom got rid of yr fleas. My frontline doesn't protect me from ticks either. So hard to find cos I'm black   woof!,0
"watching dark angel, being lazy, dont ever think about studying for the exam next week. life is beautiful! (till next week ",0
just b/c we like him  @Knownhuman #FollowFriday,1
"@KatherineHelena enjoy the summer, get my results &amp; hopefully get into uni  awoooga. i finish in 2 days.",1
@Juniper562  I had a great day as well ,1
"Im chasing the mythical creature called a haggis, short and stumpy little creature quite fast though ",1
prepairing to go to Gotland for a weekend. ,1
hmm hungry again. wish i had someone to make me some food. ,0
-- darn. I forgot to bring a fork to work today...now I'm eating my salad with coffee sticks. ,0
"@Calypso51 Unfortunately, Doyle just busted in 7th place, right before the dinner break. ",0
@stephenfry I got audioboo right  for the first time!!!!  *skips*  ,1
 I should be seeing Natt and Alex tonight. FML - 2nd time missing there concert here. Third time shall be the charm !!! ,0
eating some more soup and drinking some more tea. everytime i wake up i feel worse ,0
Taking my folks to the Gospel Brunch at the House of Blues..what a good son I am ,1
: I don't feel very well  Could do with a hug!,0
ear infections blow ,0
@SueDiva Yeah it was nice. Had them here in the south as well ,1
My head hurts ,0
@ecaps1 arrrrg it must be bad   mcdonald / burger king always hire,0
@__Ally &lt;3 *only gets to watch it on YouTube* ,0
"@tyamdm dammit re which part? i can call you out on your crazy, if you'd like. ",1
@glinner -  g'wan tell up anyway ,1
@cmedig thanks for calling us back... we miss u ,0
had a terrible back sprain yesterday morning!!! Was bed-ridden the whole day ,0
@DonnieWahlberg Send you a TWUG and a SMOOCH! XO  Have a GREAT show tonight. Soo bummed I won't be able to make it out! ,0
@sabylama  Sorry to hear that. Hope you still have an amazing time!,0
"Good morning stuffy nose, sore throat and achy body...please go away soon ",0
No more Red Room   But Minx is interesting #sanfrancisco,0
layin here watchin a movie with a fever burnin on my head ,0
"Bears, beets, and... shit, never mind   How about SG1, take-out, and wasabi vodka with ginger ale and lime...",0
Kelly 1  Illustrator 0    That's right.  ,1
GAAAHHHHHH the white and black one is SUUPERRR cute!! but then i loooove my dress i have now too!  it's soo hard,0
"@JhonenV I need horror to be lovecraftian actually, not enough weird horror movies. ",0
@hachuree ????? ,1
"@NICOLII LOL, he's in miami for a film festival, then off to LA. i miss him, goin through SERIOUS withdrawl!!! ",0
ah kill me now. at a hillsong concert. ,0
"@verysmallghost Ð·Ð°Ð¿Ð¸Ñ?Ð¾ÑÐºÐ¸, Ñ?Ð¼Ñ?Ð¾ÑÐºÐ¸ Ð¸ ÑÐ²Ð¸ÑÑÐµÑ, Ð´Ð°. ) Ð° Ð²Ð¾Ð¾Ð±ÑÐµ, Ñ? Ð³Ð¾Ð²Ð¾ÑÐ¸ÑÑ-ÑÐ¾ Ð¼Ð¾Ð³Ñ... Ð½Ð¾ ÑÐ¸ÑÐ¾ Ð¸ Ñ? Ð±Ð¾Ð»ÑÑÐ¸Ð¼ ÑÑ?Ð¸Ð»Ð¸ÐµÐ¼. ",1
@Iloveyou1516 make me one with nj XD pleasyyyyyy please  ilovetaylor106,1
I swear every single little thing is going wrong today... ,0
@lifecoach you and me both!!  how are you,1
whywhywhy do Rookie Of The Year not come to England  someone send them lots of money so I can see them...,0
WebEx's management interface needs to be more intuitive. Set up session and can't find login info. ,0
"I just watched into the wild, nearly cried ",0
"Sorry there hasnt been a new video, Ive been really really busy. ",0
went to southbankk with jezza. bought 3 Team Jacob badges! haha lol! but yahh great dayy ,1
backk  twas a good catching up. now heading to shower and then wedding dinner!! ),1
Now i know why i didn't want to take my car to be inspected  ...so 512 dollars later......*steamed*,0
just saw Angels and Demos with my friend in Detroit. Good movie but what's with always having the hero being bad ,0
@rojay529 Vegas? I'm there!!! ,1
@gmkthegreat  I have NO idea what I said... I leave really stupid voice mails though. ,1
Bored   shitless! WHy is everyone busy this weekend! ,0
@dehsinotsa I need you help Mr. IT man. I bought a graphics card and I can't get it to work.     HELPPPPP!!!!,0
I got up way too early. Ima take a nap ,1
"@wahmsuzanne  Hi there, don't have a site at the moment  Enjoying baking for my 2  boys! if you like baking...http://tinyurl.com/mgm7ql",0
@dancehallmobi just showing my love to my fav dancehall newsletter everrrrr ,1
Lets excercise by chewing more ,1
shameful return to the land of the leopard ,0
"So sleepy  up at 8 this morning, blah! Screw the noises from my bathroom! Gonna hit the mall today ayayayaayy finally ;D",0
@PatsyTravers ohmygosh are you serious? wow. that is pretty expensive actually. I lost my mileyworld so I cant get them tomorrow ,0
is gearing up for a night of ice cream and fun! But mostly ice cream.  http://plurk.com/p/wy58u,1
Listening to Construction Time Again by Depeche Mode. Great album.  It's all  @Claire_Cordon fault ,1
I would like to wish a VERRYY happy Birthday to Barney ,1
@aimezmoi stop enjoying the rain!!! It's sticking around because of you ,0
lunch and nails with pooja. last time i see her until august  that's a shit long time without my bff.,0
@OldSkhool Hii Chris Whats going on ? Feeling bore ,0
listening to one-x by three days grace and tht cd rox my sox! tee hee ,1
"Can't believe that just happened! Ninja, I can't wait for you to find out  It's quite dazzling really...",1
"will have to make do with cold RiceARoni, instead.  ",0
tired... can't really get motivated to work... ,0
@Brajana I had to get up and feed the sick bunny and that takes a while.  I knew it and I also knew I was going to be late!  ,0
Just bought a domain on GoDaddy.com. They have good prices and service but there site is soooo sloooooow. ,0
hello new anipals....Im not feeling the best-I have a swollen bottom lip...must get better soon ,0
@Itxi_Itx naturally  i think its so important to have an appreciation for nature in all its glory ;-),1
Time to wake up the family and start this amazing day ,1
ah! youtube is on site matience right now... i hate this... its ok. i'm in the middle of some art... ,1
couldn't go to Rotterdam today   &gt; migraine &gt; so crankyy,0
Facebook.com isint letting me change my profile picture ,0
"@KManCOBHC You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH.",1
I think if you randomly follow someone on here you should introduce yourself... might make a new friend ,1
@Jojosvoice Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd... ,0
"The dream for a fenced backyard is dead. $5,200. There's no flippin' way. So sad...very very sad ",0
why am i even awake? i wanna cuppa coffee. ,0
"now has to empty underneath the stairs as somebody put the weights at the back; right at the back.  Ah well, getting there slowly.",0
@ErinLaviola I miss you too Erin and I'm really going to miss you in the Fall too ,0
@dublinmudslide &quot;Hey it's me... yeah crap I forgot what I was going to say...anyway I'll call you back I'm gonna get cut off&quot;  I miss that,0
@mcrfash1 that's great! ,1
back at work... sun is shining... ,1
@keithdow 5 days here  And today is finals soooo nevermind actually. ,1
Knows why it is rainin...his dad is putting chemicals in the pool. ,1
@MalenaFrett yepperz  they didn't get to come down for my birthday... so we're celebrating this weekend! lol,1
just got done mulching for the day. chillen. grad party with muh boo later ,1
I forgot I moved 100 east...make that 8 hours home. ,0
@habuwgps you NO it ,1
@buildsixpacknow  I live in a Gourmet savvy country and you are suggesting I live on salads? My souls revolting ,1
doing maths hw   bloody polygons and shit,0
"Wondering how, when and where my great day took such a bad turn. ",0
I am oficially a TCHS alumni ,1
@thinkaboutart That's it! â¡ an open heart.. exactly how it should be ,1
"@atayraco man, i miss working with you  get me job at the theatre!!! &lt;3",0
YESS!!! passed my 12 week project which i done in one night  x,1
@JackieDawn I'm sad that I'm not there. ,0
"My hometown, a ghost town. Nobody around at night http://twurl.nl/kuadhm I wanna disappear, I wanna disappear... ",0
is ready to start the weekend. ,1
is liking this twitter more &amp; more ,1
"@mcmama  excuses, excuses.. ;)",0
i want to sleeeepppp   i've been saving my work every minute just incase my computer crashes AGAIN &gt;,0
On the plane flying higher to jump!  http://short.to/dlnc,1
"&quot;sophia don't cry, you're beautiful&quot;   &lt;3",1
Leaving michigan ,0
"Morning!! ... ^-^ escuchando el  Soundtrack de Twilight que Gaby me trajoooooo! la adoro  ...(muse, paramore, perry farrell...)",1
unlike Jake Ryan...I dnt switch fone plans every 6mnths. lmfao. ,1
@evilapprentice of course!  But not until tomorrow ,0
co: It's a bad time for cartoons. ,0
Chisasibi is grieving today.  prayers to the Voyageur and Ratt family. Hopefully everyone gets through these sad times.,0
@Gailporter ahh yur killing me with jealousy  stuck inside revision for finals!x,0
Photo: clarreal: Same thing here Clar. Itï¿½s hard to look for back issues of Teen Vogue.  http://tumblr.com/xxq1wmw2y,0
@FrintonBoy &gt; let me know what you come up with party-wise. Own party for 8-year old coming up. Footie party too expensive ,0
ooo Just found out my dad bought a holiday flat in Turkey..Yay holiday in Turkey ,1
@gauwed i have a vague memory of t1.  didn't see t3.,0
"@KaaSerpent I often want to respond to your LJ posts but I am not your friend   The gist of this one is, you have to WRITE FASTER! lol",0
@EricDesmarais That SO sucks.  I was really hoping to see you soon.  I miss you!,0
"@Shoshi  lol  Yeah, this is true...and I'm going to keep that in my head as I pretend my oatmeal is a chocolate chip muffin!",0
@ATTechFX All is well for the super-rich who can afford to buy up companies at pennies on the dollar. Maybe that's what they meant? ,1
Is seriously loving the new characters in Olympic Coven! We've been needing some nomadic baddies to stir stuff up. ,1
at stupid work .... ,0
@TripleB we will definitely have to fix that! ,1
"@GOLDY449 small hdd, 1 usb, slow processor, no disk drive, super high price. Thats y ",1
@Ger_ma_ny hahah clark you soo random!! xD and wow that sucks dial up is LAME!!! but its cool as long as you keep us updated!! ,1
@coralfish http://twitpic.com/6iqyo - You're sexy ,1
On way to PDX! But at HNL way too early. There's a Lahaina Chkn - Chef Chai's fave I hear. Wish I got that instead of BK veggie burger ,0
Not a happy Spurs fan this am - drunk captain Ledley King playing the big I am arrested outside a club last night. What an inspiration ,0
@shawnjooste how was the movie?  the quotes kept me laughing!,1
@cameronreilly hehe cool! Don't forget ze little people ,1
Ok i here now so nobody worry ,1
revision i have a maths exam on monday ,0
i just bought a super cute dress ,1
"has been watching &quot;Dead Man's Shoes&quot;. Didn't really like it, was too sad  Made me cry a bit lol",0
@hiannie I can't play your music anymore (don't know why  ] Dancing anyways LOL ,0
@lunar_scythe mmkay just sayin ,1
@benbacardi Hope you have a nice time at Alton Towers. When you get back please can I blog- admin page doesn't work ,0
oh shit: http://ping.fm/0GuRD (Air France jet disappears mid-flight) ,0
Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. ,0
AHHHHHHHHH assignments  due monday that i haven't done ,0
"Oh by the way, THANK YOU GUYS! I'm not even on day on twitter and I have 6 followers! You're great!  Debby",1
very very bad headache that is getting worse by the minute not better. ,0
Yes!! I'm getting tickets to see the dinosaurs at the Cleveland Zoo!! ,1
ive lost some of my pe theory ,0
@thepurpleblug Haha...yes it is! ,1
@duskyblueskies I am pretty sure that's the sort if tweeting that will lose followers. But stuff it- it was well worth it ,1
my laptop is being a tard tonight! ,0
"I look forward to tomorrow, it's going to be a great day ",1
@LiveLafondaLive just a song I'm listening to  I've been tweeting lyrics all morning. I'm about to tweet an appropriate one hahah.,1
@Negomi1 And I am extremely jealous/hungry ,0
Ooo chicken corn soup! Now time to swallow each chicken bit... ,1
Hola twitters  hope u all are having an super Sunday !!!!!!!!,1
@rhcpstyley Congratulations!  That is awesome.  You will love married life! ,1
Doesnt want to go to work! ,0
@hotbootschick well that sucks ,0
"wearing all black today, with lime green nails...its not a very chipper day..its gray and not really all that warm outside! ",0
Going to Christy's dance recital with Steph. ,1
why does twitter hate me i cant put no photos on my page ,0
haha! its amazing isnt it! miss you! i wanna come back ,0
"@Alex_Segal Hey gorgeous, what is going on this eve? I'm at work hella bored. Phone battery is dead  xxx",0
I had a dream I was drinking ice tea in a jersey. I miss the bottle of ice tea at lyn's school. ,0
@ElainaAvalos and when did the getting old thing happen anyway?!? remember the god ole days...well I barely remember ha! ,1
"Getting emo...listening to songs that remind me when I was a kid...before stress, bills and before relatives started passing away ",0
"Seniors, please don't leave me. Please ",0
's feets hurt. ,0
@caseysevenfold @pressrecordmag yup. You definately need spare masks for the atl boys. ,1
@nievems yep. i am a bit of a druggo. hahaha your eye is irratating youu ,1
@mrs_aaberg I just hope there won't be any helicopters involved ,1
Looking for an app that can mute people.  (via @fanntabulous)  I'm afraid you will need a hardware solution for that.,1
http://twitpic.com/7ibce - the &quot;alone time&quot; isn't allways that good. ,0
"@alisondoyle I know! I love seeing the creativity!  Who knows -  employers might be looking at them, too!",1
back to the slog of writing... only 5000 ish to go ,1
yeah. i died...  i cant feel my thighs..,0
"I am going to be in the flight from hell-back of cattle class, lots of screaming kids under 5. ",0
I am so fucking tired I could cry.. and I have to make this cabbage ,0
Happy Birthday to my Whore ,1
Ps I'm still looking out for a stupid man app for my touch ,0
"Working, who would of thunk it? 2 many liters of beer last night. ",0
@simonw Also applies to a lot of Linux distros ,1
@lancearmstrong i cant wait to be in milan in august ,1
@PartyPleaser: Why Roxette is NOT listed in the web of J.Akerlund? (www.raf.se) ONLY kix  very disapointing,0
I'm back....don't feel like going to work (wow...what an option?  Easy i'm in charge    (www.LaughNYC.com),1
Hates that my a.c doesn't work! Its so hot ,0
Im so hungry i actually feel sick ,0
"I had to break up with John Mayer...he was cheating on me by having twitter convos with Perez...  it's a sad, sad day!",0
"@R33S lol. Not in a public forum, dear. ;) sorry u burned ur mouth.  drinking wine &amp; beer with my friend @scottramm now. Funness.",0
@sarahspence93 yeah i voted!!! its not on til tomorrow in england ,0
Me hice una maruchan ,1
@DrRandPink Yes it is so much better. It is hard to communicate to people when they do not communicate back.  ,0
"@Melanie_Atkins No prob.  I need to see if Castle is on Hulu or something like that. Or the ABC website, ohhh ... need to check this out.",1
@alexcashcash alex I love you. I miss you  @WHAT_THE_FRISCH I will definitely be there,0
@lovesickpunk http://twitpic.com/4h8eh - that makes perfect sense  thanks,1
@tommcfly you feeeling any better? ,1
Forgot to mention that we loved the movie UP last night.  Can't remember laughing and crying at an animated movie in recent years.  ,1
so.. no sleep for me tonight! i'm gonna shower and get some coffee into me ,1
Tonite was a delight. Yoga then made myself dinner of grilled soy cheese sanwich with basil from my garden ,1
"@PotentRockStar heyaaaa, nothing much jst got home  everythingss good and hows everything wid u?",1
@JoeJGirl2009 Aww thanks go look at mileys new tweet its got to do with nick j ,1
I was told thy I've been through what most people go through in their 20's.... I guess teenagers have changed nowndays ,0
@ChinkLightning we'll be there alllllllllllll day  start early and get kicked out,1
cant find her phone ,0
@oldbluejeans94 I am missing ya too!! ,0
@prasadshahane  at least it's not your N-Gage! BTW the only decent free installable client I know of is Twibble but wouldn't recommend it.,1
Today is the Swedish National Day!  Heja Sverige!,1
Going out to the mall ,1
@shortlyti ooh exciting ,1
Headache is going away. I want a nap though. And it's Free Comic Book Day...too bad there aren't any stores doing it near me. ,0
@1BUSINESS what are you still doing up? How was the show? Great I bet!!!! ,1
@skateramps omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho' asses down here ,0
looks like its' be &quot;suggested&quot; I go to the tweetup June 17th at ABC ,1
"Awww, I would have done @McGiff, but I was driving by the station, so couldnt  Love Loose Women, such a uni staple! Hope u had a gr8 wknd!",0
outside enjoying the BEAUTIFUL day with @spazzyag in Austin! Oh so wonderful! ,1
"@Noligin Waake Me Up, When September Ends! ",1
@kirstiealley Hey Kristie!!  How are you??? ,1
Family in texas and missin the kiddies!!  working 7days gonna keep me busy then friday put cowboy hat and shoes (j/k) in san antonio,0
Big shout out to officer matthew .. My personal cop .. I wuv him .. He always makes me smile   thanks for today matthew !,1
Its raining outside  and i gotta go shopping. cos going out tomorrow night clubbing! my first time! . but i dont have anything to wear.,0
"@YoungLive Oh it's going down, but I've got piles of work to do tonight, so not for me ",0
cannot find my microphone cable ,0
@slaastandards and yesss that one ,1
I wish the sun was out. Ive done some cleaning. I can fill out some apps. But I'd like to read in the sun ,0
"@warped09 I'm from the uk midlands, hitting mountain view in august for warped ",1
@lylefong so sorry to hear that  Good thing no one was there or got hurt.,0
@lovinrockin oh Ill try that! Thanks! ,1
is working all day. Not a bad start to summer ,1
@djvinceadams thanks ,1
ad: The smart way to promote products and services on Twitter! It really works  Try it now - http://be-a-magpie.com/xygbn8,1
headache! trying to get at least half-way done on this Milton paper. then bye-bye klon. ,0
@ElizaPatricia Really smart. Not that you aren't already smart ,1
Second Life is down ,0
"AHHAHAAH, paying boomchikaboomboomboomboom during break and band was hilarious . ",1
@nat_natsx No nat  i dont like them,0
@JoelMadden I LOVE GREENDAY TOO! ,1
@hyperboledave took my job ,0
Heading out 4 a luau &amp; mai tai's...time 2 put on our hula skirts &amp; show 'em how we shake it in Texas!! ,1
Ugh....it's too early ,0
this coffee really isnt that good ,0
@TalkingWithTami Good Morning! I hope you enjoy the sunny weather we got just for your visit! ,1
@DrLanceSweets Thanks.It's relaxing knowing you got their backs  even if you sometimes go overboard with psychology LOL,1
"Time for bed, work in the morning.  good night twitter world",0
lots of bugs in the #facebook asp.net api from #microsoft ,0
"had an amazing time in indore. time to leave the city, and move on to faridabad maybe. packing up again... ",1
@superdupermary karaoke? without me? sad... ,0
@Alvinao Will wait for iPhone 3Gs to launch and see. Hopefully by then the 3G version would be cheaper. ,1
"@pilgrimfamilyuk I felt really rough earlier, had a terrible headache and stomach was gurgling all day.  But this evening I feel okay ",1
have te wort headace at the moment  so im gonna stay in and play sims=],0
My phone had like 3 seconds of life in it this morning. Rubbish ,0
There is definitely a sense of pathetic fallacy today. Stupid weather ,0
goin ridin soon  yeyy but at the mo im stuck doin coursework... joy.,1
My kitty just got his teeth cleaned yesterday and he is not very happy about it ,0
@LisaTroy Your earring...  ,1
@welsh_lottie Not one of my favourite pastimes  This weekend is a long weekend here so Monday I'm off to an Ice Show w/ the G/daughter ;),0
"amazing lunch- turkey wrap with lettuce, avocado, cucumber, cheese and cranberry sauce, then the indulgence plate at Chocolate Bean ",1
@orangy68 another great tune....  and.. you too xx,1
@NickyLovesMcFly I know! Its still on my sky+! I refuse to delete it!   Did you ever finish your geography and essays?,1
One of their songs makes me kinda horny ,1
@cookierita rise and shine ,1
@ClaireT_U2 my team lost ,0
@YoBoiPat I struggled. I had 2 migraines the past 48 hours. Most unusual.  Now my brain hurts. Like a ur muscle does after a cramp. ,0
i want nobody nobody but you. and i love sunday pancakes. ,1
im going to bed now.. my eyes are practically shutting!  night! x,1
"Getting my brakes fixed, then shopping for shoes. But first, I need to talk to Celina. ",0
My bestfriend's on TV!  I'm so proud of you Teacher Asiaaaaa.  http://bit.ly/Imbuq,1
@lilyish maybe you need this:  http://bit.ly/x95JI ,1
"@Gracemonzel I have tons of followers too, but I only follow a few ",1
wishing I were somewhere else besides here!!  Don't worry this won't dampen my day and neither will the rain ,1
@zrlgrl When will you be allowed to put on eye makeup?  Congratulations on your newfound vision ;),1
@here4cheer haha ya same.  Fml.  Soon it will be dead time!! ,0
Finally got tied up again. That was a long break!    Must find a way to keep family drama from interfering with my private life schedule.,0
@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*,0
@OsI_LeTo hahaha yeah the 3 musketeers thats our name  all right reserved,1
"If anyone feels like giving me an early birthday present and designing a little blog button for me, let me know ",1
@devidev im stuck 2  this when my la love turns in2 road rage lol,0
@ThirtySomethin goodnight and good luck to us!!!! ,1
@poutanaki social life?  just dont be taking it for granted... not long before your house is to be done....hehehehe  xxxxxxxx,1
@crazy_moon Ok then   HIS HAIR AND HIS EYES AND FACE XDDDD IT'S EVERYTHING!~ &lt;333333,0
@sennir renting my dear. Guys are all pretty taken by my idea to move to sale ,1
"@oscartrelles yes, cause you like your crazy 25 window tweetdeck that needs a whole monitor to use! ",1
"@kaetlynm  why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress ",1
"Going to work out...then showering...and then going to work.  Why...why do I have to work on a day like today?...ugh. (ooh, 100th update!)",0
@jrdnly But you can use less functionnality. But it's ok for mine. Just saw it doesn't work now with the 3.0 SKD! ,0
"les deux last night was so legit, went behind with the dj and checked out the tables, so nice. just watched american beauty  now i sleep",1
@beautybuzzed It's supposed to rain tomorrow too. ,0
"@georgesampson oh man, that sucks. what have they been saying?  xx",1
"in socials, doing nothing, wanting to nap ",0
@DPAD_Magazine last.fm wins because they go world wide.. ,0
@Shanna_Monic UGH!...YUP fall and winter are around the corner! LOL! School is annoying I want it to be over  ,0
IF only God gave me the strength to Kill myself.....  ,0
my shoe broke ,0
@TexasJackFlash @tomesimpson @DonaldHardyCRS @tap29 @LillyHalter @DeAnnLR @TheTAZZone  THANK YOU for the #followfriday love!  ,1
"#iremember romper room!! my name was never called, it always made me sad ",0
a week of antibiotics ,0
@BecomeKnown I'll share the list once I collate responses ,1
"We are goofing off with food, trying to make a new something or other with Parsnips! ",1
"Knowing Filipinos, this party won't be done until 1 AM ",0
Jb won only an award yesterday night.. ,0
The infection makes me tierd.. ,0
"@Julieguli yes, that is why my plane landed 1am instead of 22.25pm ",0
@yeahlexxi Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
Today will be an amazing day!! ,1
@mistersweaters you're seeing Lydia tonight? I'm going too. See you there I guess  This is Alexis' sister btw haha,1
"Also cut my hair. Yes, I do my own - if you have seen my head you wouldn't ask! And TCO of clippers &lt; NPV of haircuts; 100% ROI &lt; 6mths  ",1
Coloring with Bianca in 3rd hour.  ,1
Is looking forward to ice cream! Yessss!  xx,1
"12:20. Online at school. My classmate is a creepy fucking stalker, I hate him ",0
